Employee_no,Surname,Given_name,Gender,City,Age,Year_joined,Phone_no,Social_insurance_no
6428,Benedetto,Stephen,M,Campbell River,27,2006,4162107342,366038535
6429,Fernandez,Peggy,F,Parksville,33,2014,2042340114,474746993
6430,Gilbert,Elvira,F,Vernon,37,2003,9027493529,959937897
6431,Bechtold,Laverne,F,Nelson,27,2011,4167154884,344645737
6432,Barlow,Steven,M,Pritchard,31,2014,5143710913,117343597
6433,Byrom,Les,M,Vancouver,47,2015,6132996730,440081378
6434,Franz,Daniel,M,Vancouver,28,2006,6131408507,362926623
6435,McGuinness,Corey,F,Vancouver,30,2014,6045317291,993065848
6436,Nottingham,Josette,F,Kamloops,44,2018,4185264228,445555598
6437,Anderson,Ruth,F,Victoria,38,2002,6137143438,210784136
6438,Nobles,Reyes,M,Victoria,25,2004,4036538371,502704392
6439,Green,Martha,F,Vancouver,39,2004,2047184976,706615313
6440,Hughes,Darren,M,New Westminster,41,2003,4168191063,903085520
6441,Skelton,Kristin,F,Fort Nelson,29,2010,6041215876,524695326
6442,Jiminez,Marion,F,Vancouver,41,2016,4189288632,326307706
6443,Thompson,Glenda,F,Victoria,28,2007,6132935962,796343844
6444,Carpenter,Vanessa,F,Clinton,30,2012,4035981247,471227456
6445,Murray,Kevin,M,Kamloops,27,2004,2047021054,530328297
6446,Edwards,Joseph,M,Vancouver,39,2007,6042475890,317401365
6447,Tillery,Lance,M,Prince George,32,2017,5146998720,686524213
6448,Newquist,Leslie,M,Abbotsford,48,2014,6045220373,767588802
6449,Foley,Jonathan,M,New Westminster,39,2012,6136897738,704294121
6450,White,Tim,M,Vancouver,35,2010,4036767190,406155511
6451,Johnson,Patricia,F,Fort Nelson,41,2009,9025671485,674931555
6452,Moore,Pamela,F,Vancouver,44,2012,4168616479,477510969
6453,Ramirez,Cheryl,F,Vancouver,28,2008,5144214709,384933604
6454,Robbins,Carlos,M,Kamloops,38,2014,4035823716,157280771
6455,Fish,Carrie,F,Richmond,47,2014,6134885217,375717295
6456,Carrillo,Chris,M,New Westminister,46,2006,4165222774,282512700
6457,Whitman,Peter,M,Chilliwack,49,2014,6137174332,139246198
6458,Wilson,Jason,M,Vancouver,29,2006,4169006341,966492824
6459,Hambly,Georgia,F,Lac La Hache,39,2002,4189317850,665972637
6460,Marks,Connie,F,Vancouver,49,2015,4188801335,617589601
6461,Tate,Mary,F,Giscome,38,2002,2044733257,830550736
6462,Alvarado,Sharron,F,Campbell River,36,2012,4161286730,344764096
6463,McIntyre,James,M,Victoria,46,2012,4035900243,181327487
6464,Jones,Alice,F,Vancouver,38,2016,5144690137,685122272
6465,Nunnally,William,M,New Westminster,33,2013,6138296674,851547435
6466,Anderson,Lisa,F,Lakeview Heights,28,2008,4037255457,533082430
6467,Haggard,Jeffrey,M,Vancouver,41,2008,4163909239,799447887
6468,Heffington,Linda,F,Vancouver,45,2015,4187416538,265139410
6469,Welke,Bobby,M,Surrey,28,2009,9023893472,424162065
6470,Hatch,Hazel,F,Burnaby,35,2016,6044109000,810134513
6471,Adams,Woodrow,M,Port Hardy,28,2004,3068961698,574106654
6472,Steil,Orville,M,South Slocan,47,2013,6047000842,264193322
6473,Coppedge,Bertha,F,Summerland,32,2006,9024058558,343501954
6474,Weaver,Margaret,F,White Rock,44,2012,4169631662,940505023
6475,Hendricks,Sarita,F,Victoria,33,2015,6136422764,252725040
6476,Nance,Maria,F,Coquitlam,29,2009,3065178335,534316273
6477,Jamison,Marilyn,F,New Westminster,49,2015,6045672996,921633821
6478,Beaumont,James,M,Flatrock,25,2002,6046829849,684935007
6479,Ramirez,Caron,F,Surrey,49,2006,2049065372,760247501
6480,Burns,Aubrey,F,Dawson Creek,45,2014,5147597872,348496698
6481,Bailey,Stephen,M,New Westminster,31,2005,4039550858,398308329
6482,Ruiz,Marion,F,Cortes Island,32,2013,9023830413,517773550
6483,Knox,Tanya,F,New Westminster,27,2003,5141573480,960257496
6484,Thornton,Linwood,M,Sicamous,31,2009,4032289298,635464991
6485,Hunt,Mark,M,New Westminster,35,2002,6132362162,884163565
6486,Richmond,Emily,F,Fraser Lake,44,2010,9022908619,173138363
6487,Cutrer,Craig,M,Kamloops,48,2002,4165214154,823942794
6488,Gandy,Virginia,F,White Rock,45,2017,6045744622,855285495
6489,Cox,Debbra,F,Aldergrove,35,2007,4166176611,596452108
6490,Richter,Hector,M,Vancouver,38,2014,4039622713,687211946
6491,Frazier,David,M,Vancouver,48,2007,3064267813,572431614
6492,Tomlin,Iris,F,Vancouver,34,2017,3062090670,251653562
6493,Sabella,James,M,Vancouver,38,2008,4183767790,680075286
6494,Calderon,Robin,F,New Westminster,48,2015,2041186083,136443148
6495,Kelley,Ronnie,M,Richmond,38,2009,2045100662,327296220
6496,Lehman,William,M,Wynndel,48,2012,4169316327,521134661
6497,Mills,Allison,F,Terrace,27,2015,4034825302,242737342
6498,Chamberlain,Raymond,M,Vancouver,45,2002,4033678446,379634981
6499,Robinson,Linda,F,Coquitlam,42,2015,4164363832,336297907
6500,Shook,Clark,M,Whistler,28,2003,5144313137,299721332
6501,Martinez,Carla,F,Vancouver,42,2008,3066103932,525805697
6502,Brown,Betty,F,Vancouver,27,2007,2044901188,532794166
6503,Patterson,Brian,M,Vancouver,45,2002,5141534535,947930439
6504,Stults,James,M,Vancouver,37,2008,3065039314,480051988
6505,Young,Joseph,M,Port Alberni,48,2010,2049608734,931132268
6506,Stoney,Carole,F,Vancouver,30,2014,4038293219,705650224
6507,Richardson,Courtney,M,Victoria,36,2017,5144070268,177638233
6508,Looney,Patricia,F,Nimpo Lake,34,2018,9028793716,789890950
6509,Polen,John,M,Chilliwack,40,2017,2042259740,293936329
6510,Lee,Charlotte,F,Duncan,37,2002,4035782511,445565929
6511,Winston,Lupe,F,Vancouver,29,2003,4182441811,243900430
6512,Clower,Leroy,M,Nelson,43,2005,4035513043,112795479
6513,Waggoner,Stephen,M,Vancouver,33,2004,4185174628,713464376
6514,Williams,Jose,M,Surrey,32,2014,4187912918,987557514
6515,Spears,Raul,M,New Westminster,41,2008,5141689448,128125080
6516,Gibbs,Theresa,F,Vancouver,31,2006,4037881503,303386719
6517,Phipps,Pauline,F,Beaver Valley,37,2010,6048115651,254780834
6518,Stevens,Samuel,M,Cranbrook,31,2008,6042731091,930662487
6519,Silveira,Laura,F,Vancouver,31,2007,4164439295,915501466
6520,Haynes,Roland,M,Victoria,49,2009,2043506146,944075979
6521,Hay,James,M,Vancouver,48,2018,6133030191,524620573
6522,King,Linda,F,Vancouver,42,2006,5146539849,580832424
6523,Wright,Elizabeth,F,Vancouver,27,2009,5143565953,345656030
6524,McElroy,Josephine,F,New Westminster,48,2008,6049771311,767446176
6525,Collins,Celia,F,Surrey,29,2005,3062816582,922275749
6526,Kovar,Brandon,M,Vancouver,45,2003,6131889465,921917836
6527,Sweet,Jane,F,Kaslo,40,2014,3061624040,529425411
6528,Hamrick,Cynthia,F,Fort Nelson,41,2006,6138632772,926671237
6529,Bryant,Lucille,F,Abbotsford,43,2008,4164158730,837250933
6530,Cato,Anthony,M,New Westminster,47,2002,6041604509,806706642
6531,Barnes,Herbert,M,Surrey,40,2005,9029808310,157314607
6532,Strom,Marc,M,Port Mcneill,41,2013,4166563678,293179120
6533,Ward,Joel,M,Castlegar,27,2007,4163073013,750262931
6534,Campbell,Tyler,M,Vancouver,26,2010,9022090721,818141712
6535,Holland,John,M,Vancouver,46,2007,6044316192,782685905
6536,Rivera,Terry,M,Aldergrove,26,2017,4166568352,231666208
6537,Blecha,Diana,F,Pouce Coupe,40,2014,4166915211,942650665
6538,Bruce,Terrell,M,Taylor,30,2006,3066039458,316677805
6539,McNish,Magaret,F,Victoria,39,2006,4169597063,172697856
6540,Hoffman,Waylon,M,Victoria,31,2012,9024635592,461446300
6541,Taylor,Stephen,F,Granisle,29,2012,9027122570,189601324
6542,Hyder,David,M,New Westminster,29,2006,6139689271,783092223
6543,Evans,James,M,Vancouver,38,2005,9022496459,161924305
6544,Hohn,Sylvia,F,Fulford Harbour,44,2007,9024856884,365056194
6545,Hernandez,Perry,M,Richmond,32,2013,9029712628,626988022
6546,Kaplan,Robin,M,Flatrock,41,2004,5145318585,346334815
6547,Guarino,Robin,F,Vancouver,32,2011,2048769086,338542888
6548,Fuller,Kathleen,F,Courtenay,37,2013,4162890079,828162805
6549,Wolfe,Irving,M,Cache Creek,37,2012,3069033016,330231338
6550,Lucas,Virginia,F,Nelson,35,2014,4163790793,132346146
6551,Lunn,Shawn,M,Victoria,25,2002,6044828252,751972764
6552,Cummings,James,M,New Westminster,30,2003,6132637378,607374180
6553,McKenzie,Marvin,M,Nanaimo,44,2002,5143196098,657789317
6554,Lindstrom,Adriana,F,Duncan,27,2009,3068691619,471648544
6555,Daniels,Marion,M,Burnaby,29,2018,4185665336,923707919
6556,Christofferso,Laurie,F,Vancouver,26,2011,2045961810,134855181
6557,Westberry,Andrew,M,Chemainus,36,2009,5147616389,504304418
6558,Ayala,Robert,M,Grasmere,37,2013,3061569772,737284770
6559,Garcia,Kathy,F,Vancouver,37,2011,6139576494,663775780
6560,Wells,Chandra,F,Vernon,38,2008,4188536139,908161927
6561,Taylor,Delmer,M,Vancouver,36,2015,4038855168,797481004
6562,Saxton,Edwina,F,Penticton,45,2014,6136130505,142460435
6563,Martin,Janelle,F,Lillooet,28,2003,6133848180,818530173
6564,Weinstein,Shawn,M,New Westminster,40,2002,4181922952,388794140
6565,Carrozza,Samantha,F,Vancouver,30,2002,6048785819,864565218
6566,Simon,Vaughn,M,Cranbrook,46,2013,6132604477,366000502
6567,Dryer,Adam,M,Victoria,49,2013,4036463807,679086592
6568,Schreffler,Clifford,M,Campbell River,28,2012,5141404844,601173761
6569,Snider,George,M,Sidney,29,2013,4161727760,773163165
6570,Faulkner,Sylvia,F,Campbell River,42,2006,3063099939,182531600
6571,Client,Paul,M,Vancouver,25,2009,2049340411,149891900
6572,Simmons,Rosa,F,Okanagan Falls,28,2008,4182437176,907503205
6573,Dobbs,Mathew,M,Vancouver,41,2017,5141501755,315638377
6574,Gonzalez,Jerry,M,Nanaimo,47,2016,4189037620,882586954
6575,Oyer,Wanda,F,New Westminster,31,2017,4164451955,188229572
6576,Johnson,Theresa,F,Victoria,39,2003,6044587392,801357808
6577,Santos,Mark,M,Black Pool,40,2010,4031309802,629221846
6578,Brown,Beverly,F,Vancouver,43,2002,4189571291,428181218
6579,Campbell,Robert,M,Sandspit,37,2006,5148052651,743469461
6580,Gamble,Belkis,F,Haney,38,2003,6133041104,645683266
6581,Meehan,Emma,F,Surrey,47,2014,6132608105,267102209
6582,Erikson,Ashley,F,Cranbrook,35,2003,4038127544,687950547
6583,Jacques,Charles,M,Chilliwack,43,2012,6041635731,739067903
6584,Herrera,Debbie,F,Vancouver,35,2003,6138955367,158556793
6585,Read,Julius,M,Whistler,25,2005,2047250445,343717364
6586,Innocent,Diana,F,Haney,34,2005,3062419759,115333192
6587,Vargas,Eileen,F,Fort St John,42,2012,6048372844,186306006
6588,Sanford,Melvin,M,Sidney,40,2016,4186116318,635029955
6589,Addis,Eric,M,North Vancouver,30,2003,5149198508,967689282
6590,Lesko,Lashawnda,F,Nanaimo,25,2004,4162905049,899199233
6591,Say,Joan,F,Vancouver,36,2006,6137302613,766694013
6592,Versace,Lorene,F,New Westminster,38,2014,4168195419,885096665
6593,Boyd,Frank,M,Victoria,35,2003,9024200684,761411459
6594,Savarese,Michael,M,Vancouver,33,2017,6137067217,748172501
6595,Palmer,Charles,M,Vancouver,39,2009,4188825557,156761191
6596,Holmes,Kate,F,Nanaimo,43,2003,6047565052,792725879
6597,Waters,Edgar,M,Burnaby,41,2002,4164856373,444503680
6598,Labrecque,Marie,F,Vancouver,41,2007,9024483059,335370978
6599,Schmidt,Christopher,M,New Westminster,33,2017,6131148480,742988855
6600,Hines,Jerry,M,Vancouver,43,2006,9026023895,736665159
6601,Anderson,Elton,M,Vancouver,25,2013,4035832409,924020292
6602,Silvey,Annie,F,Richmond,34,2005,4039277604,919961903
6603,Hicks,Elizabeth,F,Cranbrook,44,2007,2041691762,669831451
6604,Weber,Chad,M,Victoria,47,2018,3067931909,355311846
6605,Westerlund,Lisa,F,Vancouver,30,2015,4184149730,322618350
6606,Sullivan,Rhonda,F,Vancouver,40,2004,6135222561,719313993
6607,Helms,Russell,M,Coquitlam,25,2007,4181949478,665076950
6608,Ruiz,Jamie,F,Burnaby,39,2014,4039800630,939410911
6609,Stewart,Cara,F,Vancouver,45,2006,4183843685,660826385
6610,Gholson,Debra,F,Fort St John,40,2011,4187861565,252082120
6611,Lynam,Dorothy,F,Surrey,36,2009,5142536610,321337406
6612,Martello,Deborah,F,New Westminster,33,2012,4166367299,806239763
6613,Miller,Amy,F,Victoria,41,2008,6041400745,457286813
6614,Otto,Clara,F,Aldergrove,29,2010,9022664650,917595762
6615,Long,David,M,Vancouver,28,2017,2044955112,632292248
6616,Painter,Donald,M,Vancouver,41,2018,6043067006,847595342
6617,Roberts,Corey,M,Abbotsford,29,2006,5148586755,982745647
6618,Landry,Eden,F,Celista,35,2005,2045824935,588885108
6619,Sealy,Lida,F,Vancouver,46,2006,4035403123,159219072
6620,Yon,Randy,M,Granisle,47,2011,4187710518,197649974
6621,Lawrence,John,M,New Westminister,25,2011,6044353495,213772182
6622,Rawlins,Lisa,F,Aldergrove,49,2004,4186695475,522950068
6623,Robinson,Robert,M,Vancouver,26,2005,2043806375,731155590
6624,Henry,Mary,F,New Westminster,40,2016,5144720641,252090077
6625,Takacs,Eddie,M,Victoria,40,2005,4189183829,902503133
6626,Conner,Diane,F,Vancouver,43,2012,4187595844,194178596
6627,English,John,M,Burnaby,37,2014,6044051451,756395423
6628,Hanson,William,M,Duncan,34,2018,9027704307,977408401
6629,Hensley,Frank,M,Vancouver,27,2017,6044496333,614873809
6630,Landry,Richard,M,Aldergrove,40,2005,4036835330,577959865
6631,Moore,Patsy,F,Penticton,26,2018,3062020858,117617489
6632,Johnson,Nancy,F,Burnaby,41,2015,2043677606,187994222
6633,Noonan,Donna,F,Vancouver,46,2005,4165005342,577023833
6634,Lowe,Robert,M,Langley,32,2005,4187384867,787717609
6635,Grossman,Mary,F,Abbotsford,45,2010,6043556528,604979161
6636,Sanders,Harry,M,Victoria,49,2003,4188906274,591255147
6637,Chapman,George,M,Vancouver,26,2018,6136259467,500681594
6638,Dickey,Crystal,F,Prince George,46,2009,3061854589,883070522
6639,Johnson,Bryan,M,Victoria,41,2014,4188754201,607152960
6640,Drum,Sarah,F,Fort Nelson,41,2016,3064622126,443071400
6641,Eisen,Maria,F,Burns Lake,44,2004,4032162519,441218251
6642,Frazier,Linda,F,Victoria,42,2015,6042314006,341714528
6643,Charles,Armando,M,Ladysmith,49,2010,9027575067,512875921
6644,Lee,William,M,Vancouver,37,2003,9023895304,620738057
6645,Gambrel,Stephanie,F,Decker Lake,44,2009,3061206731,263916204
6646,Frates,Deborah,F,Penticton,40,2016,3063339611,817195946
6647,Trevino,Lorna,F,Whistler,47,2011,4037481103,346382097
6648,Elmore,Peter,M,New Westminster,48,2017,4181621894,699047509
6649,Perez,Jacob,M,Kimberley,26,2011,2046345638,113046668
6650,Harder,Stefanie,F,Vernon,47,2006,3067542400,725239371
6651,Hampton,Brenda,F,Victoria,37,2003,2045515130,133322644
6652,Walden,Jason,M,North Vancouver,27,2003,5144171069,484572139
6653,Cohan,Nancy,F,Fruitvale,31,2003,4181460015,153393696
6654,Matta,Betty,F,Fort Nelson,34,2018,5142257479,900583162
6655,Modlin,Emily,F,Burns Lake,35,2012,6133164244,948529290
6656,Jacobs,Lisa,F,Prince George,41,2016,2046333557,404368428
6657,Chappell,Jean,F,Surrey,47,2002,5141838572,133216729
6658,Clark,Jeff,M,Terrace,32,2004,3063142134,182548005
6659,Renzi,Samuel,M,Port Coquitlam,37,2002,5145088938,614962897
6660,Shingleton,Denise,F,Crawford Bay,49,2014,9027847533,629693610
6661,Fromm,Charles,M,Port Coquitlam,25,2004,6048589232,947277946
6662,White,Kathleen,F,Yale,25,2012,6042022622,373709600
6663,Williams,Bruce,M,Victoria,41,2011,4167289780,112207529
6664,Burke,Stephanie,F,Forest Grove,25,2002,5142831491,670911840
6665,Nelson,Robert,M,Courtenay,32,2005,5147409433,813827238
6666,Lambert,Terry,M,Richmond,42,2015,4168079725,804141730
6667,Morgan,Brooke,F,Squamish,46,2009,4169876151,513158482
6668,Davis,Stacey,F,Port Coquitlam,34,2015,5141789604,816900229
6669,Miller,David,M,Vanderhoof,46,2011,6133718280,523242601
6670,Hunt,Thomas,F,Surrey,29,2017,4188144406,782094647
6671,Quick,Ronald,M,Burnaby,36,2009,5148531452,400826756
6672,Saunders,Pablo,M,Vancouver,38,2015,3068275153,584466506
6673,Moore,Brian,M,Quadra Island,35,2008,4184021346,614347919
6674,McCormack,Richard,M,Kelowna,33,2004,9026847551,538882215
6675,Odom,Abraham,M,Burnaby,25,2002,2045806577,539849257
6676,Hankinson,Betty,F,Haney,26,2008,6044826395,743473796
6677,Styles,Betty,F,Vancouver,48,2017,2044032330,764593185
6678,Simpson,Megan,F,Vancouver,37,2008,6139922677,250949660
6679,Snowden,Stephanie,F,New Westminster,32,2007,6049712128,776564567
6680,Robinson,Walter,M,New Westminster,37,2006,4166172904,426115062
6681,Zinn,Lawrence,M,Vancouver,38,2006,6048444257,867535465
6682,Wolfe,Brian,M,Vancouver,37,2008,4184967595,548170208
6683,Marcum,Steven,M,Aldergrove,37,2015,4036298200,171884210
6684,Wright,Alexandra,F,Vancouver,31,2002,4182233764,482959440
6685,Porter,Dorothy,F,New Westminster,30,2003,6137863859,598817341
6686,Young,Ann,F,Dragon Lake,38,2018,6045852307,151009103
6687,Wilson,James,M,Tofino,32,2015,6043363938,167553349
6688,Joseph,Terri,F,Bouchie Lake,36,2009,9025579608,219273934
6689,McGinnis,James,M,Vancouver,39,2016,6048129796,301093575
6690,Chambers,Christopher,M,Vancouver,43,2012,2043962657,500103559
6691,Pineda,Wayne,M,Kamloops,29,2015,5146505908,684358209
6692,Dalke,Kathleen,F,Vancouver,44,2012,2047850353,875096491
6693,Rucker,Cindy,F,Tofino,49,2016,6134752645,787203620
6694,Light,Bertha,F,Westbank,43,2002,9028180683,444304156
6695,Winter,Michael,M,Westwold,43,2015,2047443530,939157305
6696,Creamer,Irma,F,Victoria,35,2012,9027960458,909635170
6697,Shortridge,Joel,M,Nanaimo,48,2016,6137933402,621507116
6698,Ramos,Danny,M,Penticton,47,2004,4035266957,242667479
6699,Coffman,Robert,M,Kamloops,42,2018,4034879936,513322699
6700,Colston,Susanne,F,Courtenay,49,2003,2047614185,702664469
6701,Richards,Felipe,M,Vancouver,41,2002,4035091842,392058769
6702,White,Fannie,F,Fort Nelson,26,2008,9027756249,186299322
6703,Cumberbatch,Cherie,F,Vancouver,45,2004,6138335346,961273764
6704,Carrillo,Jessica,F,New Westminster,29,2011,5149314637,599039853
6705,Horn,Kevin,M,Burnaby,49,2017,4167652056,748205308
6706,Lopez,Joshua,M,Penticton,25,2006,5148083784,623571083
6707,Winters,James,M,Burnaby,25,2006,3067363125,832830056
6708,Herron,Timothy,M,Port Hardy,45,2013,6047491089,634910500
6709,Lemaster,Sabrina,F,Lumby,39,2011,4189714649,904489424
6710,Markle,Leah,F,Fort Nelson,33,2016,4185468867,417599580
6711,To,Gregory,M,Vancouver,34,2002,4163121479,620139617
6712,Long,Maria,F,Kelowna,26,2007,4039465777,423234295
6713,Trueblood,Frances,F,Nelson,32,2012,4035414905,237020519
6714,Stein,Rose,F,Surrey,42,2010,4161687122,826856863
6715,Barnes,Joy,F,Kamloops,40,2009,3069570293,450565934
6716,Moseley,Armando,M,Smithers,29,2014,3066337754,512695236
6717,Cantu,Kimberly,F,Langley,48,2006,3063942631,488050104
6718,Colwell,Alvin,M,North Vancouver,37,2016,4188624772,933496447
6719,Henderson,Cecil,M,Vancouver,35,2006,4185157420,245114510
6720,Diaz,Thomas,M,New Westminster,47,2012,9026995675,680984681
6721,Miller,Jorge,M,Burnaby,34,2015,6045411064,893896157
6722,Dilworth,Francis,M,Vancouver,42,2017,4166156467,644667404
6723,Taube,Mary,F,Ganges,42,2014,6048190271,186308772
6724,Dunigan,Lester,M,Prince George,40,2016,4184146214,495338456
6725,Spradlin,Alice,F,Vancouver,32,2006,9026903570,827860859
6726,Burdett,Lupe,F,Victoria,43,2004,2045352897,705265715
6727,Madrid,Alice,F,Vancouver,34,2006,6043898606,527668091
6728,Denton,Roseanne,F,Fort St John,32,2013,4183278160,132949545
6729,Truesdale,Debra,F,Victoria,36,2004,2043329705,802923539
6730,Saunders,Elsie,F,Vancouver,49,2012,3065757781,667728005
6731,Stephens,John,M,Victoria,37,2014,3069890018,584529877
6732,Johnson,David,M,Westwold,40,2004,5144518141,255167213
6733,Hart,April,F,New Westminster,30,2008,4163865756,227166807
6734,Ford,Julius,M,Qualicum Beach,36,2008,2044080364,568987164
6735,Abbott,Monroe,M,Sparwood,25,2011,4182854770,673485005
6736,Nelson,Gloria,F,Richmond,33,2006,9023335927,708679663
6737,Bennett,Linda,F,Port Alberni,41,2018,6131363551,417051778
6738,Robbins,Loraine,F,Vancouver,38,2014,5149158487,147933816
6739,Pierce,Fred,M,Victoria,29,2012,3069768077,361019765
6740,Foster,Phillip,M,New Westminister,44,2003,6138243788,918907722
6741,Sword,Chong,F,White Rock,48,2013,6041397248,761110920
6742,White,Marsha,F,New Westminster,32,2015,2048079855,860216713
6743,Smith,Ruth,F,Victoria,46,2018,6139758915,665674147
6744,Villareal,Jeffrey,M,Surrey,41,2013,4187587823,914007037
6745,James,Allen,M,Langley,26,2006,6131113481,209031305
6746,Shaw,Kevin,M,Victoria,37,2016,4166396397,285207469
6747,Kirkpatrick,Janet,F,Prince George,28,2003,9025926380,517780070
6748,Locklear,Michael,M,Vancouver,32,2003,3069277544,970762575
6749,Novak,Jacqueline,F,Surrey,27,2005,4186242219,694097766
6750,Thompson,Susana,F,Vancouver,35,2011,6049770139,356446005
6751,Power,Kimberly,F,Victoria,40,2008,3068024886,457204104
6752,Harris,Bessie,F,New Westminster,48,2008,5148555157,279521533
6753,Astle,Leslie,F,Surrey,46,2011,2049660826,608908414
6754,Hamilton,Debbie,F,Penticton,39,2003,4181671056,521173634
6755,French,Tammi,F,Abbotsford,47,2005,4167846085,778880121
6756,Truby,Donna,F,Richmond,47,2011,6047084324,885818230
6757,Obrien,Natalie,F,Langley,26,2018,3069220620,661034022
6758,Borrero,Stephanie,F,Burnaby,42,2013,2049746403,758611836
6759,Howard,James,M,Prince George,41,2009,2041621628,318655759
6760,Barker,Pam,F,Victoria,26,2011,6043045538,290177720
6761,West,Jerome,M,North Pender Island,27,2006,9025107073,490238491
6762,Howell,Brenda,F,Vancouver,43,2015,9029542146,719557773
6763,Ziegler,Victor,M,Haney,36,2017,9021520092,979371392
6764,Stallings,Louise,F,New Westminster,36,2017,6139594815,759047405
6765,Henderson,Annie,F,Castlegar,35,2010,6138006849,559455008
6766,Lawrence,Phyllis,F,New Westminster,26,2009,5149754345,667340452
6767,Baker,Russell,M,Abbotsford,42,2013,4187697605,119417096
6768,Mauro,Jeffrey,M,Vancouver,45,2011,2047390726,733896580
6769,Heath,Fay,F,Port Hardy,42,2002,4165160723,958811801
6770,Christiansen,Rickey,M,Vancouver,39,2017,6134411883,926872964
6771,McCoy,Sara,F,Port Hardy,25,2018,6133586013,252377295
6772,Thomas,Willie,M,Victoria,44,2004,6134466229,379720034
6773,Berman,Nicole,F,Kamloops,47,2015,2047075961,782409705
6774,Lemieux,Carol,F,Topley,39,2014,9023441471,494138790
6775,Medina,Nellie,F,Hope,28,2007,2043610066,825540119
6776,Gamble,Mary,F,Vancouver,41,2015,4163412450,160282354
6777,Nguyen,Lawrence,M,New Westminster,45,2005,3068439987,299165954
6778,Williams,Joseph,M,Vancouver,39,2009,6135692064,629221134
6779,Murphy,Kenny,M,Cranbrook,42,2006,2047474364,491075112
6780,Price,Neal,M,Vancouver,27,2011,6042635656,973404092
6781,Dunn,Tammy,F,New Westminister,44,2005,4038915325,604855179
6782,Chu,Hershel,M,Vancouver,46,2008,4182112418,619294190
6783,Silvia,Ethan,M,Vancouver,25,2007,2049226911,304899045
6784,Stewart,Jerry,M,Valemount,25,2017,6139108782,975322091
6785,Maples,Lewis,M,Chilliwack,45,2011,4185877519,717504626
6786,Laverty,John,M,Vancouver,44,2007,2049814520,215143965
6787,Reynolds,David,M,New Westminster,40,2010,4166982568,552587945
6788,Davis,Joann,F,Williams Lake,36,2007,3069426392,981491917
6789,Young,Kim,F,Burnaby,31,2005,6135056612,648261494
6790,Martin,Patricia,F,Vancouver,28,2015,6132703579,186375525
6791,Castaneda,Michael,M,Nanaimo,43,2017,6047125536,244681972
6792,Farrar,Sandra,F,Nanaimo,26,2010,2042225779,553297455
6793,Lee,Mary,F,Surrey,44,2010,3067916651,278343980
6794,Franks,Scott,M,Williams Lake,45,2016,4185036677,338897261
6795,West,Corinna,F,Vancouver,44,2015,4163614520,847525356
6796,Walker,Judy,F,Fort Langley,29,2007,4163064628,696791653
6797,Wolfe,Opal,F,Wildwood,44,2013,6133655755,735287052
6798,Coats,Judith,F,Chilliwack,43,2006,9024546423,598707119
6799,Evans,David,M,Vernon,40,2007,3063937610,771999073
6800,White,Trina,F,North Vancouver,46,2003,4039696847,216427851
6801,Johnson,Raymond,M,Surrey,41,2009,5142555321,726425762
6802,Troutman,Jeannine,F,Vancouver,36,2009,2044682359,713517144
6803,Hoffer,Armando,M,Radium Hot Springs,33,2015,6046687812,427780737
6804,Swain,Michael,M,Hansard,31,2018,6041763725,588892362
6805,Henderson,Francis,M,New Westminster,27,2012,2043283115,169426016
6806,Kinney,Jason,M,Vancouver,34,2013,4033894784,910618058
6807,Gott,Eli,M,Vancouver,40,2008,4031463325,714963389
6808,Parrish,Jeanette,F,Vancouver,30,2008,6047054889,987123948
6809,Presley,John,M,Vancouver,35,2003,2044740537,550493187
6810,Hardin,Robert,M,Quesnel,28,2013,3066045261,797326393
6811,Allen,Freda,F,Merritt,39,2012,2047708175,303696667
6812,Gengler,Cheryl,F,Chetwynd,47,2004,4183765981,623834416
6813,Vasquez,David,M,Tofino,25,2017,4185847302,666996242
6814,High,David,M,Merritt,36,2016,4186912555,292170802
6815,Goldberg,John,M,Vancouver,42,2006,6045478806,322680618
6816,Tucker,Norman,M,Vancouver,37,2008,9027887755,432228921
6817,Basil,Emmett,M,Victoria,36,2015,4167017471,435890321
6818,Short,Tony,M,Fort St John,29,2010,9021452266,816457293
6819,Scheffel,Kevin,M,Manning Park,26,2005,4162972619,998597899
6820,Vereen,Kurt,M,Vancouver,46,2008,3063476333,684157850
6821,Stubbs,Brittany,F,Richmond,28,2011,4037913608,769751643
6822,Scott,Naomi,F,Williams Lake,38,2002,4184581300,970062000
6823,Miller,James,M,New Westminster,31,2016,4165003199,918709258
6824,Geary,Benjamin,M,Richmond,26,2012,6134062475,569972075
6825,Griffin,Benjamin,M,Richmond,35,2004,4183183545,431511164
6826,Yates,Barbara,F,Victoria,38,2015,6048812435,253837025
6827,Leach,Pete,M,Kelowna,38,2013,5144519423,315972773
6828,Camp,Ellen,F,Trail,42,2008,3069659498,507951199
6829,Shockley,Sherry,F,Barriere,45,2007,6044985600,627121412
6830,Fraise,Michael,M,Victoria,38,2002,4187383132,339442104
6831,Bridwell,Elizabeth,F,Burns Lake,46,2018,4188074861,759592837
6832,Johnson,Betty,F,Trail,39,2003,9027610241,950075617
6833,Jun,Lena,F,Port Coquitlam,30,2008,6136748293,794503631
6834,Coston,Warren,M,Vernon,25,2009,5142697359,371568517
6835,Parker,Kendall,M,Kamloops,41,2014,6132216718,947511482
